State	County	Upcoming elections	Recommended Candidate	Candidate (I)	Candidate (I): Image link	Candidate (I): Website	Candidate (C)	Candidate (C): Image link	Candidate (C): Website	Candidate (C2)	Candidate (C2): Image link	Candidate (C2): Website	Candidate (C3)	Candidate (C3): Image link	Candidate (C3): Website	Candidate (C4)	Candidate (C4): Image link	Candidate (C4): Website	Candidate (C5)	Candidate (C5): Image link	Candidate (C5): Website	Candidate (C6)	Candidate (C6): Image link	Candidate (C6): Website	Candidate (C7)	Candidate (C7): Image link	Candidate (C7): Website	Candidate (C8)	Candidate (C8): Image link	Candidate (C8): Website	Candidate (C9)	Candidate (C9): Image link	Candidate (C9): Website	Candidate (C10)	Candidate (C10): Image link	Candidate (C10): Website
Texas	Cherokee	District Attorney		Elmer Beckworth (R, inc.)	https://scontent-sjc3-1.xx.fbcdn.net/v/t1.0-9/12417606_765718220227132_7816294218905157946_n.jpg?_nc_cat=106&_nc_sid=85a577&_nc_ohc=r8dKCs6oQ8IAX99701E&_nc_ht=scontent-sjc3-1.xx&oh=3f9741129f8152c9be3596763a95f8a0&oe=5F1185BE	https://www.facebook.com/pages/category/Law-Enforcement-Agency/Elmer-Beckworth-for-District-Attorney-765717250227229/																														
Texas	Cochran, Hockley	District Attorney		 Angela Overman (R, inc.)	http://www.co.hockley.tx.us/upload/page/4424/images/daangelaoverman0120.jpg	https://www.txdirectory.com/online/person/?id=12500&office=13752	Nicole Griffin (R)	https://scontent-sjc3-1.xx.fbcdn.net/v/t1.0-9/p960x960/82765879_108043770737942_3767003673725501440_o.jpg?_nc_cat=110&_nc_sid=85a577&_nc_ohc=JFByiycaUxAAX-G2Al2&_nc_ht=scontent-sjc3-1.xx&_nc_tp=6&oh=ab4bb82cfe0f44d59d36925a0c33c1b9&oe=5F121A4B	https://www.facebook.com/NicoleGriffinforDistrictAttorney/																											
Texas	Coke, Irion, Schleicher, Sterling	District Attorney		Allison Palmer (R, inc.)	https://www.txdirectory.com/files/photo/per44652.png	https://www.txdirectory.com/online/person/?id=44652&office=15790																														
Texas	Coleman	County/District Attorney		Heath Hemphill (R, inc.)		https://www.texasbar.com/AM/Template.cfm?Section=Find_A_Lawyer&template=/Customsource/MemberDirectory/MemberDirectoryDetail.cfm&ContactID=201817																														
Texas	Colorado	County Attorney		Jay Johannes (R, inc.)	https://www.coloradocountyattorney.com/images/jay-orig.jpg	https://www.coloradocountyattorney.com/index.php/biography#:~:text=JAY%20ELGIN%20JOHANNES&text=He%20is%20licensed%20in%20Virginia,before%20being%20elected%20County%20Attorney.																														
Texas	Concho, Runnels, Tom Green	District Attorney		John H. Best (R, inc.)	https://www.txdirectory.com/files/photo/per12633.jpg	https://www.txdirectory.com/online/person/?id=12633&office=15789																														
Texas	Cooke	District Attorney		John Warren (R, inc.)	https://www.co.cooke.tx.us/upload/page/8495/images/JohnWarren.jpg	https://www.co.cooke.tx.us/page/cooke.District.Attorney																														
Texas	Coryell	District Attorney		Dusty Boyd (R, inc.)	https://www.coveleaderpress.com/sites/coveleaderpress.com/files/styles/slideshow/public/field/image/Boyd.jpg?itok=x1v1u2xV																															
Texas	Crane, Winkler	District Attorney		Amanda Navarette (R, inc.)	http://archive.tyla.org/tyla/cache/file/B72904A1-C775-4A9A-910D1707FD23EFE7_medium.JPG																															
Texas	Crockett, Reagan, Sutton, Upton	District Attorney		Laurie K. English (R, inc.)	https://www.txdirectory.com/files/photo/per24537.JPG	https://www.txdirectory.com/online/person/?id=24537&office=21733																														
Texas	Crosby	County/District Attorney		Michael Sales (R, inc.)	https://www.lubbockonline.com/storyimage/TX/20141105/NEWS/311059718/AR/0/AR-311059718.jpg?MaxW=600																															
Texas	Culberson, El Paso, Hudspeth	District Attorney					Yvonne Rosales	https://scontent-sjc3-1.xx.fbcdn.net/v/t1.0-9/12524140_1685780981682908_9020655633725760680_n.jpg?_nc_cat=111&_nc_sid=85a577&_nc_ohc=2j3VtZnHctQAX8S0ueT&_nc_ht=scontent-sjc3-1.xx&oh=e2959e4d8348db8dc7e1f51b4b723a94&oe=5F12FF88	http://yvonnerosales.com/	James Montoya	https://img1.wsimg.com/isteam/ip/c7535f90-ce8e-421e-a229-cc8b4cce2f97/_DSC4096.jpg/:/	https://jamesmontoya.com/																								
Texas	Dallam, Hartley, Moore, Sherman	District Attorney					Erin Lands	https://www.erinlands.com/uploads/1/2/6/8/126831050/editor/erin-16.jpg?1570290468	https://www.erinlands.com/	Tim Salley	https://static.wixstatic.com/media/6075bd_f899ab710ecc40cc948be7a32dacb562~mv2.jpg/v1/fill/w_920,h_1967,al_c,q_85/6075bd_f899ab710ecc40cc948be7a32dacb562~mv2.webp	https://www.timsalley.com/																								
Texas	Dawson, Gaines, Garza, Lynn	District Attorney		Philip Mack Furlow	https://scontent-sjc3-1.xx.fbcdn.net/v/t1.0-9/5431_1057792320908493_8449749899192784018_n.jpg?_nc_cat=101&_nc_sid=85a577&_nc_ohc=V4StAkYL5zsAX_GmnRP&_nc_ht=scontent-sjc3-1.xx&oh=0d7e094bffe5db3d66ea57b8cd1cd668&oe=5F145CEF	https://www.facebook.com/furlowforda/																														
Texas	Delta, Franklin, Hopkins	District Attorney		Will Ramsay	https://www.ssnewstelegram.com/sites/ssnewstelegram.etypegoogle7.com/files/styles/article_420/public/2019-09/Will%20Ramsay.jpg?itok=N-Vd8T8d	https://twitter.com/willramsay20																														
Texas	DeWitt, Goliad, Refugio	District Attorney		Robert C. "Rob" Lassmann	https://bloximages.newyork1.vip.townnews.com/mysoutex.com/content/tncms/assets/v3/editorial/f/2c/f2c3d4ae-d645-11e9-bd24-43a3ebd0b39a/5d7bc7e109cf6.image.jpg?resize=1076%2C1927																															
Texas	Dimmit, Zavala	District Attorney		Roberto Serna	https://scontent-sjc3-1.xx.fbcdn.net/v/t1.0-9/91956037_227640581945437_4738708087068688384_n.jpg?_nc_cat=101&_nc_sid=85a577&_nc_ohc=QLwurorPBzIAX_ud5tX&_nc_ht=scontent-sjc3-1.xx&oh=9e7326da432cc8e385d3f6af0c7e3636&oe=5F13C380	https://www.facebook.com/RobertoSernaDA/	Alberto Rodriguez																													
Texas	Duval, Jim Hogg, Starr	District Attorney		Omar Escobar	https://www.themonitor.com/wp-content/uploads/sites/60/2018/11/e9175bf0fcc5033628c93af694b3033e.jpg		Gocha Ramirez	https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/395762/thumb_395762.jpg	https://www.facebook.com/gocharamirezforda/?hc_ref=ARQdvz-aGQ2ZjISS0zCpaSLsmBZ4avVFSpNiBof1-LjNmcp362wE95nsAGHTx3lV8Zc&fref=nf&__tn__=kC-R																											
Texas	Ector	District Attorney					Dusty Gallivan	https://www.dustygallivan.com/wp-content/themes/dusty_gallivan/images/Dusty_Gallivan.png	https://www.dustygallivan.com/																											
Texas	Ellis	District Attorney					Julissa Martinez	https://bloximages.newyork1.vip.townnews.com/waxahachiesun.com/content/tncms/assets/v3/editorial/6/a7/6a7aaa7a-736f-11e9-8221-2b2f2ff59271/5cd5f547cef86.image.jpg?resize=480%2C391		Ann Montgomery	https://bloximages.newyork1.vip.townnews.com/waxahachiesun.com/content/tncms/assets/v3/editorial/e/1b/e1b57e10-f79c-11e9-858d-873f958320a2/5db3b6fe80564.image.jpg?resize=500%2C750	https://www.annmontgomery.com/																								
Texas	Erath	District Attorney		Michael Alan Nash																																
Texas	Fannin	District Attorney		Richard Glasser																																
Texas	Falls	District Attorney		Jody Gilliam			DeAndrea Petty																													
Texas	Fayette	District Attorney		Peggy Supak																																
Texas	Fisher, Mitchell, Nolan	District Attorney		Ricky Nolan Thompson																																
Texas	Foard, Hardeman, Wilbarger	District Attorney		Staley Heatly																																
Texas	Freestone	District Attorney		Brian Evans																																
Texas	Gillespie, Kerr	District Attorney		Lucy Wilke (R, inc.)																																
Texas	Glasscock, Howard, McMullen, Martin	District Attorney		Hardy L. Wilkerson (R, inc.)																																
Texas	Gonzales	District Attorney		Paul Watkins (R, inc.)																																
Texas	Gray, Hemphill, Lipscomb, Roberts, Wheeler	District Attorney		Franklin Mcdonough (R, inc.)																																
Texas	Grayson	District Attorney		J. Brett Smith (R, inc.)																																
Texas	Grimes	District Attorney		Andria Bender (R, inc.)																																
Texas	Guadalupe	District Attorney		David Willborn (R, inc.)																																
Texas	Hale	District Attorney		Wally Hatch (R, inc.)																																
Texas	Hansford, Hutchinson	District Attorney		Mark W. Snider (R, inc.)																																
Texas	Hardin	District Attorney					Rebecca R. Walton																													
Texas	Harris 	District Attorney		Kim Ogg			Mary Huffman																													
Texas	Haskell, Kent, Stonewall, Throckmorton	District Attorney		Mike Fouts																																
Texas	Henderson	District Attorney					Jenny Palmer																													
Texas	Hill	District Attorney		Mark Pratt (R, inc.)																																
Texas	Hood	District Attorney		Ryan Sinclair (R, inc.)																																
Texas	Houston	District Attorney		Donna Kaspar (R, inc.)																																
Texas	Hunt	District Attorney		Noble D. Walker Jr (R, inc.)																																
Texas	Jack, Wise	District Attorney		Greg Lowery (R, inc.)																																
Texas	Johnson, Somervell	District Attorney		Dale Hanna (R, inc.)																																
Texas	Jones, Shackelford	District Attorney		Joe Edd Boaz (R, inc.)																																
Texas	Kinney, Terrell, Val Verde	District Attorney		Michael "Mike" Bagley			Suzanne West																													
Texas	Kleberg, Kenedy	District Attorney		John T. Hubert (R, inc.)																																
Texas	Lamar	District Attorney		Gary D. Young (R, inc.)																																
Texas	Lamb	District Attorney		Scott Say (R, inc.)																																
Texas	Lampasas	District Attorney		John Greenwood (R, inc.)																																
Texas	Lavaca	District Attorney					Kyle A. Denney			James "Jim" Reeves																										
Texas	Lee	District Attorney		Martin J. Plackle																																
Texas	Leon	District Attorney					James Caleb Henson			Whitney Thompson Smith																										
Texas	Liberty	District Attorney		Logan Pickett			Jennifer L. Bergman																													
Texas	Limestone	District Attorney		Roy Defriend																																
Texas	Loving, Reeves, Ward	District Attorney		Randall Reynolds (D, inc.)																																
Texas	Marion 	District Attorney		Angela Smoak (R, inc.)																																
Texas	Matagorda	District Attorney		Steven E. Reis (D, inc.)																																
Texas	Medina, Real	District Attorney		Mark P. Haby (R, inc.)																																
Texas	Midland	District Attorney		Laura A. Nodolf			O. Machelle Morris																													
Texas	Milam	District Attorney		Bill Torrey			Lonnie E. Gosch																													
Texas	Montgomery	District Attorney		Brett W. Ligon																																
Texas	Morris	District Attorney					Ricky Shelton																													
Texas	Nacogdoches	District Attorney					Andrew Jones			Rey Morin																										
Texas	Navarro (special)	District Attorney		William "Will" Dixon			Will Thompson																													
Texas	Nueces	District Attorney		Mark Gonzalez			Jon West																													
Texas	Ochiltree	District Attorney		Jose Meraz (R, inc.)																																
Texas	Oldham	District Attorney		Kent Birdsong (R, inc.)																																
Texas	Orange	District Attorney		John Kimbrough (R, inc.)																																
Texas	Palo Pinto	District Attorney		Kriste Burnett			Kristina Massey																													
Texas	Parker	District Attorney					Jeff Swain																													
Texas	Rains	District Attorney		Robert F. Vititow (R, inc.)																																
Texas	Red River	District Attorney		Val Varley (R, inc.)																																
Texas	Robertson	District Attorney		William Coty Siegert (R, inc.)																																
Texas	Rusk	District Attorney		Michael Jimerson (R, inc.)																																
Texas	Sabine, San Augustine	District Attorney		J. Kevin Dutton (R, inc.)																																
Texas	San Patricio	District Attorney		Samuel Smith Jr (R, inc.)																																
Texas	Shelby	District Attorney		Stephen Shires			Karren S. Price																													
Texas	Stephens, Young	District Attorney		Dee Peavy (R, inc.)																																
Texas	Swisher	District Attorney		J. Michael Criswell (R, inc.)																																
Texas	Terry	District Attorney		Jo'Shae Ferguson-Worley (R, inc.)																																
Texas	Travis	District Attorney		Margaret Moore			Jose Garza			Martin Harry																										
Texas	Trinity	District Attorney		Bennie L. Schiro																																
Texas	Uvalde	District Attorney					Christina Mitchell Busbee (R)																													
Texas	Webb, Zapata	District Attorney		Isidro R. Alaniz (D, inc.)																																
Texas	Wharton	District Attorney		Dawn Allison			John Maher																													
Texas	Willacy	District Attorney		Bernard Ammerman			Juan Angel Guerra			Annette C. Hinojosa																										
Texas	Williamson	District Attorney		Shawn Dick																																
Texas	Wood (special)	District Attorney		Angela Albers			Jodi Cox																													
Texas	Anderson	Sheriff					Rudy Flores			Jeff Taylor																										
Texas	Andrews	Sheriff		Rusty Stewart			Ardie J. Deaver																													
Texas	Angelina	Sheriff		Greg Sanches			Terry Free			Bryan Holley																										
Texas	Angelina	County Attorney		Cary Kirby																																
Texas	Aransas	Sheriff		Bill Mills																																
Texas	Archer	Sheriff					Jack Curd			Simon Dwyer																										
Texas	Archer	County Attorney		David A. Levy																																
Texas	Armstrong	Sheriff					Melissa Anderson			Nathan Mckee																										
Texas	Atascosa	Sheriff		David Soward			Rick Luna			Tina Egelson																										
Texas	Atascosa	County Attorney		Lucinda A. Vickers																																
Texas	Austin	Sheriff		Jack Brandes			Ronnie Griffin																													
Texas	Bailey	Sheriff		Richard Wills			Benny Parker																													
Texas	Bailey	County Attorney		Jackie R. Claborn LI																																
Texas	Bandera	Sheriff		Daniel R. Butts																																
Texas	Bandera	County Attorney		Janna Lindig																																
Texas	Bastrop	Sheriff		Maurice Cook			Mike Rench																													
Texas	Baylor	Sheriff		Sam Mooney																																
Texas	Bee	Sheriff		Alden Southmayd III																																
Texas	Bee	County Attorney		Mike Knight																																
Texas	Bell	Sheriff		Eddy Lange			Fred Harris																													
Texas	Bell	County Attorney		Jim Nichols																																
Texas	Bexar	Sheriff		Javier Salazar			Pete Lozano			Sharon Rodriguez			Jose Trevino			Michelle Barrientes Vela			Gary W. Garcia			Willie Ng			Gerard C "Gerry" Rickhoof											
Texas	Blanco	Sheriff		Don Jackson																																
Texas	Blanco	County Attorney					Deborah Earley																													
Texas	Borden	Sheriff		Benny Ray Allison																																
Texas	Borden	County Attorney		Marlo Holbrooks																																
Texas	Bosque	Sheriff					Larry Betik			Trace Hendricks			Clint Pullin																							
Texas	Bosque	County Attorney		Natalie Koehler																																
Texas	Bowie	Sheriff					George W. Huggins			Jeff Neal																										
Texas	Brazoria	Sheriff					Richard Allen Foreman			Randy Rhyne			L. "Bo" Stallman III																							
Texas	Brazos	Sheriff					Patrick Logan			Wayne Dicky			Jason James																							
Texas	Brazos	County Attorney					Freddi Medina			Earl Gray			Eric Quisenberry																							
Texas	Brewster	Sheriff		Ronny D. Dodson			Devon Portillo																													
Texas	Brewster	County Attorney		Steve Houston																																
Texas	Briscoe	Sheriff		Garrett Davis																																
Texas	Brooks	Sheriff					Urbino (Benny) Martinez																													
Texas	Brooks	County Attorney					David T. Garcia																													
Texas	Brown	Sheriff		Vance Hill																																
Texas	Brown	County Attorney		Shane Britton																																
Texas	Burleson	Sheriff					Gene Hermes			Jayson Lyday																										
Texas	Burleson	County Attorney		Susan Deski																																
Texas	Burnet	Sheriff		Calvin Boyd																																
Texas	Burnet	County Attorney		Eddie Arredondo																																
Texas	Caldwell	Sheriff					Alberto Luna			Hector Rangel			Ray Chandler			Mike Lane																				
Texas	Calhoun	Sheriff		Bobbie Vickery																																
Texas	Callahan	Sheriff					Leroy Foley			Rick Jowers																										
Texas	Cameron	Sheriff		Omar Lucio			Michael R. Galvan			Eric Garza			John Chambers																							
Texas	Camp	Sheriff					Byron Aldredge			John Cortelyou			Tim Hall																							
Texas	Camp	County Attorney		James "Jas" Wallace III																																
Texas	Carson	Sheriff		Tam Terry																																
Texas	Cass	Sheriff		Larry Rowe																																
Texas	Castro	Sheriff		Sal Rivera			Joe Porter Jr																													
Texas	Chambers	Sheriff		Brian Hawthorne			Wesley King Jr.			Bert Whittington III																										
Texas	Chambers	County Attorney		Scott R Peal																																
Texas	Cherokee	Sheriff					Roy Cavazoz Jr			Brent Dickson			Ben Ellis			Eric Long			Johnathan Rhodes																	
Texas	Cherokee	County Attorney		Dana Young																																
Texas	Childress	Sheriff		Mike Pigg			Michael Burrows			Lisa Gonzalez-Stalcup																										
Texas	Childress	County Attorney		Greg Buckley																																
Texas	Clay	Sheriff		Kenneth Lemons Jr.			Jeffery Lide																													
Texas	Clay	County Attorney		Seth C. Slagle																																
Texas	Cochran	Sheriff		Jorge De La Cruz																																
Texas	Coke	Sheriff		Wayne Mccutchen																																
Texas	Coleman	Sheriff		Les Cogdill			Johnny Barkemeyer																													
Texas	Coleman	County Attorney					Sara Lemoine Knox			Hayden White																										
Texas	Collin	Sheriff		James Skinner																																
Texas	Collingsworth	Sheriff					Kent Riley																													
Texas	Colorado	Sheriff		R. H. "Curly" Weid																																
Texas	Comal	Sheriff		Mark Reynolds																																
Texas	Comanche	Sheriff					Allan Wendt																													
Texas	Comanche	County Attorney		Craig Willingham																																
Texas	Cooke	Sheriff		Terry Wanye Gilbert			Ray Sappington																													
Texas	Cooke	County Attorney		Ed Zielinski																																
Texas	Concho	Sheriff		Chad Mller			Don Moore																													
Texas	Coryell	Sheriff		Scott A. Williams			Roger Hammack																													
Texas	Coryell	County Attorney		Brandon Belth																																
Texas	Cottle	Sheriff		Mark Box																																
Texas	Crane	Sheriff		Andrew "Andy" Rene Aguilar																																
Texas	Crane	County Attorney		Austin Ryan Rawls																																
Texas	Crockett	Sheriff		Robert (rob) Rodriguez			"Chip" William Magee			Antonio G. Alejandro III			Larry Sanchez			Paul Stroope																				
Texas	Crockett	County Attorney		Jody K. Upham																																
Texas	Crosby	Sheriff		Ethan Villanueva			Elida Rodriguez			John Wilson																										
Texas	Culberson	Sheriff		Oscar E. Carrillo			Olivia Mendez Legarreta																													
Texas	Culberson	County Attorney		Steve Mitchell																																
Texas	Dallam	Sheriff		Stevenson Shane			Maxwell Morris																													
Texas	Dallam	County Attorney		King Jon			Whitney Hill																													
Texas	Dallas	Sheriff		Marian Brown			Sam Mohamad			Roy Williams Jr			Chad Prda																							
Texas	Dawson	Sheriff		Matt Hogg			Javier Lopez Arredondo			Hector Cantu																										
Texas	Dawson	County Attorney		Steven B. Payson																																
Texas	Deaf Smith	Sheriff		J. Dale Butler																																
Texas	Delta	Sheriff					Kevin Carter			David Sehl			Charla Singleton																							
Texas	Delta	County Attorney		Jay Garrett																																
Texas	Denton	Sheriff		Tracy Murphree			Dugan Broomfield			Bryan "Wilkie" Wilkinson																										
Texas	Dewitt	Sheriff		Carl R. Bowen																																
Texas	Dickens	Sheriff		Terry Braly																																
Texas	Dickens	County Attorney		Aaron Clements																																
Texas	Dimmit	Sheriff		Marion Boyd			Johnny Munoz																													
Texas	Dimmit	County Attorney		Daniel M. Gonzales																																
Texas	Donley	Sheriff		Charles "Butch" Blackburn Jr.																																
Texas	Donley	County Attorney		Landon Lamber																																
Texas	Duval	Sheriff		Romeo R. Ramirez																																
Texas	Duval	County Attorney		Baldemar F. Gutierrez																																
Texas	Eastland	Sheriff								Robert E. Ralls			Chad Roberts		Don R. Braly																					
Texas	Ector	Sheriff		Mike Griffis																																
Texas	Ector	County Attorney					Greg Barber																													
Texas	Edwards	Sheriff		Pamela L. Elliott			James Guthrie																													
Texas	Edwards	County Attorney		Allen Ray Moody																																
Texas	El Paso	Sheriff		Richard Wiles			Carlos Carrillo			Ron Martin			Raul A. Mediola																							
Texas	El Paso	County Attorney		Jo Anne Bernal																																
Texas	Ellis	Sheriff		Chuck Edge			Charlie Daniels			Brad Norman																										
Texas	Erath	Sheriff					Kent Howell																													
Texas	Erath	County Attorney		Lisa Pence																																
Texas	Falls	Sheriff					Joe Lopez																													
Texas	Fannin	Sheriff		Mark Johnson			Mark Daniel			Billy Kennedy																										
Texas	Fayette	Sheriff		Keith Korenek			Cody Geory																													
Texas	Fisher	Sheriff		Allan Arnwine																																
Texas	Fisher	County Attorney					Michael Hall																													
Texas	Floyd	Sheriff		Paul Raissez																																
Texas	Floyd	County Attorney		Lex Herrington																																
Texas	Foard	Sheriff		Mike Brown																																
Texas	Foard	County Attorney		Marshall Capps																																
Texas	Fort Bend	Sheriff					Eric Fagan			Geneane Hughes			Captain Holland Jones			John Minchew			Trever J. Nehls			Siddiqi Muzaffar														
Texas	Fort Bend	County Attorney					David Hunter			Sonia Rash			Bridgette Smith-Lawson			Steve Rogers			Mike Stafford																	
Texas	Franklin	Sheriff		Ricky Jones																																
Texas	Franklin	County Attorney					Landon Ramsay																													
Texas	Freestone	Sheriff		Jeremy Shipley																																
Texas	Frio	Sheriff		A. Albert Deleon			Mike Morse			Joe Obregon Sr.			Armando Romo			Richard Gandara			Ray Talamantes																	
Texas	Frio	County Attorney		Joseph Sindon																																
Texas	Gaines	Sheriff		Ronny Pipkin																																
Texas	Galveston	Sheriff		Henry A. Trochesset			Mark Salinas																													
Texas	Garza	Sheriff		Terry L. Morgan																																
Texas	Garza	County Attorney					Ted Weems																													
Texas	Gillespie	Sheriff		Buddy Mills			Terry A. Brooks																													
Texas	Gillespie	County Attorney		Steve Wadsworth																																
Texas	Glasscock	Sheriff					Keith Burnett																													
Texas	Goliad	Sheriff					Roy Boyd																													
Texas	Goliad	County Attorney		Rob Baiamonte																																
Texas	Gonzales	Sheriff		Matthew Atkinson			Clay Allen			Floyd Toliver			Allen Taylor			Robert Ynclan																				
Texas	Gray	Sheriff		Michael Big Mac Ryan			Stormy Mccullar			Randy Stubblefield																										
Texas	Gray	County Attorney		Joshua M. Seabourn																																
Texas	Grayson	Sheriff		Tom Watt																																
Texas	Gregg	Sheriff		Maxey Cerliano																																
Texas	Grimes	Sheriff		Donald G. Sowell			Travis Higginbotham																													
Texas	Grimes	County Attorney		Jon C. Fultz																																
Texas	Guadalupe	Sheriff		Arnold Zwicke			Jimmy Harless																													
Texas	Hale	Sheriff		David Cochran																																
Texas	Hale	County Attorney		Jim Tirey																																
Texas	Hall	Sheriff					Tom Heck																													
Texas	Hall	County Attorney		John Deaver Li																																
Texas	Hamilton	Sheriff		Justin Caraway			Billy Hollingsworth																													
Texas	Hamilton	County Attorney		Mark C. Henkes																																
Texas	Hansford	Sheriff		Bob Mahaffee																																
Texas	Hansford	County Attorney		Cheryl Nelson			Wil Mccloy																													
Texas	Hardeman	Sheriff		Pat Laughery																																
Texas	Hardeman	County Attorney					Stanley R. Watson																													
Texas	Hardin	Sheriff		Mark L. Davis																																
Texas	Hardin	County Attorney					Matthew Minick																													
Texas	Harris	Sheriff		Ed Gonzales			Oscar Gonzales			Jerome Moore			Harry Zamora			Joe Danna			Paul Day			Randy Rush														
Texas	Harris	County Attorney		Vince Ryan			Christian Dashaun Menegee			Ben Rose			John Nation																							
Texas	Harrison	Sheriff					George Gill			Brandon Flethcer																										
Texas	Hartley	Sheriff					Chanze Fowler																													
Texas	Hartley	County Attorney					Robert (Rob) Elliott																													
Texas	Haskell	Sheriff		Winston K. Stephens																																
Texas	Haskell	County Attorney					Kristen Fouts																													
Texas	Hays	Sheriff		Gary Cutler			Dickey Haverda			Alex Villalobos			Dave Graham																							
Texas	Hemphill	Sheriff		Brent Clapp																																
Texas	Hemphill	County Attorney		Kyle Miller																																
Texas	Henderson	Sheriff		Botie Hillhouse																																
Texas	Henderson	County Attorney		Clint Davis																																
Texas	Hidalgo	Sheriff		Jose Guerra			Frank Guerrero			Raul Salinas			Ezeqiel (Zeik) Jurado																							
Texas	Hill	Sheriff		Rodney B. Watson			Armando Castro			David Niederhaus			Coy E. West Jr.																							
Texas	Hill	County Attorney		R. David Holmes																																
Texas	Hockley	Sheriff		Ray Scifres																																
Texas	Hockley	County Attorney		Anna Dunn Hord																																
Texas	Hood	Sheriff		Roger Deeds			Greg Neal			David Streiff																										
Texas	Hood	County Attorney		Matt Mills			Stuart Neal																													
Texas	Hopkins	Sheriff		Lewis Tatum																																
Texas	Houston	Sheriff					Charles Edward Holmes			John "Johnny" Catoe			Randy Hargrove Sr.			Ryan Martin																				
Texas	Houston	County Attorney					Daphne Lynette Session (D)																													
Texas	Howard	Sheriff		Stan Parker			Tad Ellis																													
Texas	Howard	County Attorney		Joshua Hamby																																
Texas	Hudspeth	Sheriff		Arvin West			George Torres																													
Texas	Hudspeth	County Attorney					Coll Bramblett			Mary Anne Bramblett																										
Texas	Hunt	Sheriff					Terry Jones			Kirby Dean Luke																										
Texas	Hunt	County Attorney					Scott Cornaud			Calvin Grogan V			Elisha Michael Holls																							
Texas	Hutchinson	Sheriff		Kirk A. Coker			Donald Johnson			Blaik Kemp																										
Texas	Hutchinson	County Attorney					Amanda Harris			Craig Jones																										
Texas	Irion	Sheriff		Willie Estes			Cathy Delaughter																													
Texas	Jack	Sheriff		Tom Spurlock			Robert Charles (R. C.) Langford																													
Texas	Jack	County Attorney		Brad Dixon																																
Texas	Jackson	Sheriff		Andrew (Andy) Louderback																																
Texas	Jasper	Sheriff		Willie Newman																																
Texas	Jeff Davis	Sheriff		Bill Kitts			Robert Garcia																													
Texas	Jeff Davis	County Attorney		Teresa Todd																																
Texas	Jefferson	Sheriff		Zena Stephens			David Odom			Emil Serda																										
Texas	Jim Hogg	Sheriff					Erasmo "Kiko" Alarcon Jr			Diana Ruiz																										
Texas	Jim Hogg	County Attorney					Rodolfo Gutierrez																													
Texas	Jim Wells	Sheriff		Danny J. Bueno			Rex S. Ramon																													
Texas	Jim Wells	County Attorney		Michael Gerra																																
Texas	Johnson	Sheriff		Adam King																																
Texas	Johnson	County Attorney		Bill Moore																																
Texas	Jones	Sheriff					Danny Jimenez			Chris Levens			Marcus Lively																							
Texas	Jones	County Attorney					Chad Cowan																													
Texas	Karnes	Sheriff		Dwayne Villanueva			Gregory Merkert																													
Texas	Karnes	County Attorney		Jennifer (Ebrom) Dillingham																																
Texas	Kaufman	Sheriff		Bryan Beavers			Clint Mc Near			Mitchum Patterson																										
Texas	Kendall	Sheriff		Al Auxier																																
Texas	Kenedy	Sheriff					Robert Buck Alegria			Ramon "Ray" Salinas III			Lonnie Allen Brown																							
Texas	Kenedy	County Attorney					Allison Strauss																													
Texas	Kent	Sheriff					Wlliam Scogin																													
Texas	Kent	County Attorney					Bill Ballard			Katie Lackey																										
Texas	Kerr	Sheriff					Elias Romeriz Garcia			Tommy Eddie Hill			Mitch Lambdin			Larry Leitha			Carol Twiss																	
Texas	Kerr	County Attorney		Heather Stebbins																																
Texas	Kimble	Sheriff		Hilario Cantu			Steve Brown			Allen Castleberry																										
Texas	Kimble	County Attorney		Andrew J. Heap																																
Texas	Kinney	Sheriff		Brad Coe			Ben Vasquez																													
Texas	Kinney	County Attorney		Brent Smith																																
Texas	King	Sheriff		Michael McWhirter																																
Texas	Kleberg	Sheriff		Richard Kirkpatrick			Danny Pena																													
Texas	Kleberg	County Attorney		Kira Talip Sanchez																																
Texas	Knox	Sheriff		Hunter Embesi			Johnny Ivie																													
Texas	Lamar	Sheriff		Scott Cass																																
Texas	Lamb	Sheriff		Gary Maddox			Kenneth Dziewulski																													
Texas	Lampasas	Sheriff		Jess G. Ramos																																
Texas	La Salle	Sheriff		Miguel "A" Rodriguez			Anthony "Tony" Zertuche																													
Texas	La Salle	County Attorney		Elizabeth Martinez																																
Texas	Lavaca	Sheriff		Micah C. Harmon																																
Texas	Lee	Sheriff					James Crockett			Garrett Durrenberger			Casey G. Goetz																							
Texas	Leon	Sheriff		Kevin Ellis																																
Texas	Leon	County Attorney		Keith Cook																																
Texas	Liberty	Sheriff		Bobby Rader																																
Texas	Liberty	County Attorney		Matthew Poston																																
Texas	Limestone	Sheriff		Murray Agnew			Chris Henson																													
Texas	Lipscomb	Sheriff		Kenneth Eggleston																																
Texas	Lipscomb	County Attorney		Matthew Bartosiewicz																																
Texas	Live Oak	Sheriff		Larry R. Busby																																
Texas	Live Oak	County Attorney		Dwayne Mcwilliams																																
Texas	Llano	Sheriff		Bill Blackburn			Jim Caruso																													
Texas	Llano	County Attorney					Camille Reasor			Dwain Rogers																										
Texas	Loving	Sheriff					Christopher H. Busse																													
Texas	Loving	County Attorney		Stephen Simonsen																																
Texas	Lubbock	Sheriff		Kelly S. Rowe																																
